version 1.000000
type 1
element vertex 35947
face: 0, list = 27856 27973 27857 
face: 0, list = 27972 28089 28090 
face: 0, list = 24566 17315 17303 
face: 0, list = 30751 30088 30750 
face: 0, list = 17264 24565 17303 
face: 0, list = 26081 30229 25281 
face: 0, list = 24032 14560 30624 
face: 0, list = 25043 29967 29966 
face: 0, list = 31364 31431 31432 
face: 0, list = 30036 30168 30169 
face: 0, list = 26490 29895 28073 
face: 0, list = 19032 28736 19233 
face: 0, list = 29232 29369 29370 
face: 0, list = 18931 9277 29895 
face: 0, list = 21930 19675 30212 
face: 0, list = 28960 29095 29096 
face: 0, list = 27893 2750 21643 
face: 0, list = 21930 30212 30208 
face: 0, list = 29778 29907 29908 
face: 0, list = 27290 26946 29159 
face: 0, list = 27859 27976 27860 
face: 0, list = 29778 29908 29779 
face: 0, list = 14083 29006 18189 
face: 0, list = 27744 27859 27860 
face: 0, list = 30041 29911 29910 
face: 0, list = 19739 19789 19923 
face: 0, list = 30721 30722 30588 
face: 0, list = 29910 29911 29782 
face: 0, list = 15631 22756 23152 
face: 0, list = 30708 6865 6919 
face: 0, list = 28491 28490 28586 
face: 0, list = 27514 27396 27395 
face: 0, list = 30330 30463 30464 
face: 0, list = 28491 28586 28493 
face: 0, list = 28581 28710 28711 
face: 0, list = 22191 22190 22286 
face: 0, list = 26486 26493 28009 
face: 0, list = 28580 28581 33580 
face: 0, list = 2771 6660 11229 
face: 0, list = 19571 28099 29264 
face: 0, list = 30597 30732 30598 
face: 0, list = 2771 11229 11511 
face: 0, list = 3091 3092 2950 
face: 0, list = 28713 28845 28846 
face: 0, list = 27289 29688 27402 
face: 0, list = 30453 30588 30454 
face: 0, list = 28457 28458 27140 
face: 0, list = 27151 20428 20513 
face: 0, list = 19574 22332 2820 
face: 0, list = 33168 33273 33274 
face: 0, list = 29704 25040 29834 
face: 0, list = 27322 27323 27205 
face: 0, list = 27322 27205 27204 
face: 0, list = 27441 27442 27323 
face: 0, list = 27441 27323 27322 
face: 0, list = 27559 27560 27442 
face: 0, list = 27559 27442 27441 
face: 0, list = 27676 27677 27560 
face: 0, list = 27676 27560 27559 
face: 0, list = 27791 27792 27677 
face: 0, list = 27791 27677 27676 
face: 0, list = 27907 27908 27792 
face: 0, list = 27907 27792 27791 
face: 0, list = 27907 28024 28025 
face: 0, list = 27907 28025 27908 
face: 0, list = 28024 28141 28142 
face: 0, list = 28024 28142 28025 
face: 0, list = 28141 28258 28259 
face: 0, list = 28141 28259 28142 
face: 0, list = 28378 28379 28259 
face: 0, list = 28378 28259 28258 
face: 0, list = 28500 28501 28379 
face: 0, list = 28500 28379 28378 
face: 0, list = 28629 28630 28501 
face: 0, list = 28629 28501 28500 
face: 0, list = 28761 28762 28630 
face: 0, list = 28761 28630 28629 
face: 0, list = 28894 28895 28762 
face: 0, list = 28894 28762 28761 
face: 0, list = 29029 29030 28895 
face: 0, list = 29029 28895 28894 
face: 0, list = 29029 29166 29167 
face: 0, list = 29029 29167 29030 
face: 0, list = 29166 29303 29304 
face: 0, list = 29166 29304 29167 
face: 0, list = 29303 29440 29441 
face: 0, list = 29303 29441 29304 
face: 0, list = 29440 29578 29579 
face: 0, list = 29440 29579 29441 
face: 0, list = 29578 29711 29712 
face: 0, list = 29578 29712 29579 
face: 0, list = 29840 29841 29712 
face: 0, list = 29840 29712 29711 
face: 0, list = 29971 29972 29841 
face: 0, list = 29971 29841 29840 
face: 0, list = 29971 30103 30104 
face: 0, list = 29971 30104 29972 
face: 0, list = 30236 30237 30104 
face: 0, list = 30236 30104 30103 
face: 0, list = 30369 30370 30237 
face: 0, list = 30369 30237 30236 
face: 0, list = 30369 30503 30504 
face: 0, list = 30369 30504 30370 
face: 0, list = 13943 13944 13845 
face: 0, list = 24063 30609 27173 
face: 0, list = 19595 6782 6657 
face: 0, list = 28442 28323 28322 
face: 0, list = 28458 28466 27144 
face: 0, list = 2813 20028 2951 
face: 0, list = 34807 34936 34937 
face: 0, list = 28458 27144 27140 
face: 0, list = 28865 28869 27291 
face: 0, list = 31790 31897 31791 
face: 0, list = 29491 6006 3844 
face: 0, list = 28865 27291 28859 
face: 0, list = 19553 5733 30758 
face: 0, list = 29291 28859 28870 
face: 0, list = 25767 25779 21374 
face: 0, list = 28869 27402 26490 
face: 0, list = 11755 27081 11839 
face: 0, list = 25404 26969 25405 
face: 0, list = 35648 5560 35684 
face: 0, list = 25949 26588 26589 
face: 0, list = 30036 30169 30037 
face: 0, list = 34551 34679 34680 
face: 0, list = 29022 29568 29264 
face: 0, list = 30168 30301 30302 
face: 0, list = 18931 29895 26591 
face: 0, list = 19659 27867 19138 
face: 0, list = 28960 29096 28961 
face: 0, list = 29815 29947 9277 
face: 0, list = 19914 5088 19675 
face: 0, list = 28827 28960 28961 
face: 0, list = 28073 29895 29765 
face: 0, list = 19914 19675 21930 
face: 0, list = 29907 30038 30039 
face: 0, list = 28073 29765 26946 
face: 0, list = 27627 27745 27628 
face: 0, list = 2410 30835 30834 
face: 0, list = 31685 31785 31786 
face: 0, list = 26835 26831 26834 
face: 0, list = 29510 29649 29511 
face: 0, list = 29648 29781 29782 
face: 0, list = 30042 29912 29911 
face: 0, list = 26815 26704 26703 
face: 0, list = 27395 27396 27278 
face: 0, list = 27395 27278 27277 
face: 0, list = 19901 28947 28490 
face: 0, list = 19901 28490 28491 
face: 0, list = 29674 29807 29808 
face: 0, list = 28824 28693 28692 
face: 0, list = 28710 28842 28843 
face: 0, list = 28710 28843 28711 
face: 0, list = 23568 12008 24570 
face: 0, list = 19517 28491 28369 
face: 0, list = 29288 29819 6660 
face: 0, list = 29288 6660 2771 
face: 0, list = 26715 26611 26610 
face: 0, list = 27387 20677 27505 
face: 0, list = 29383 29521 29384 
face: 0, list = 30191 30324 30325 
face: 0, list = 27635 5741 7288 
face: 0, list = 28984 26593 19270 
face: 0, list = 29156 29293 29220 
face: 0, list = 567 19688 19577 
face: 0, list = 4371 4239 10771 
face: 0, list = 12622 27905 12532 
face: 0, list = 22776 22678 22677 
face: 0, list = 27205 27206 27087 
face: 0, list = 27204 27205 11938 
face: 0, list = 27323 27324 27206 
face: 0, list = 27323 27206 27205 
face: 0, list = 27442 27443 27324 
face: 0, list = 27442 27324 27323 
face: 0, list = 27560 27561 27443 
face: 0, list = 27560 27443 27442 
face: 0, list = 27677 27678 27561 
face: 0, list = 27677 27561 27560 
face: 0, list = 27792 27793 27678 
face: 0, list = 27792 27678 27677 
face: 0, list = 27908 27909 27793 
face: 0, list = 27908 27793 27792 
face: 0, list = 27908 28025 28026 
face: 0, list = 27908 28026 27909 
face: 0, list = 28025 28142 28143 
face: 0, list = 28025 28143 28026 
face: 0, list = 28259 28260 28143 
face: 0, list = 28259 28143 28142 
face: 0, list = 28379 28380 28260 
face: 0, list = 28379 28260 28259 
face: 0, list = 28501 28502 28380 
face: 0, list = 28501 28380 28379 
face: 0, list = 28630 28631 28502 
face: 0, list = 28630 28502 28501 
face: 0, list = 28762 28763 28631 
face: 0, list = 28762 28631 28630 
face: 0, list = 28895 28896 28763 
face: 0, list = 28895 28763 28762 
face: 0, list = 29030 29031 28896 
face: 0, list = 29030 28896 28895 
face: 0, list = 29167 29168 29031 
face: 0, list = 29167 29031 29030 
face: 0, list = 29167 29304 29305 
face: 0, list = 29167 29305 29168 
face: 0, list = 29304 29441 29442 
face: 0, list = 29304 29442 29305 
face: 0, list = 29441 29579 29580 
face: 0, list = 29441 29580 29442 
face: 0, list = 29579 29712 29713 
face: 0, list = 29579 29713 29580 
face: 0, list = 29841 29842 29713 
face: 0, list = 29841 29713 29712 
face: 0, list = 29972 29973 29842 
face: 0, list = 29972 29842 29841 
face: 0, list = 29972 30104 30105 
face: 0, list = 29972 30105 29973 
face: 0, list = 30237 30238 30105 
face: 0, list = 30237 30105 30104 
face: 0, list = 30370 30371 30238 
face: 0, list = 30370 30238 30237 
face: 0, list = 30370 30504 30505 
face: 0, list = 30370 30505 30371 
face: 0, list = 16178 21568 4950 
face: 0, list = 35387 35702 35607 
face: 0, list = 28564 28565 28443 
face: 0, list = 27740 27855 27856 
face: 0, list = 19899 19595 18602 
face: 0, list = 28564 28443 28442 
face: 0, list = 30203 30207 28466 
face: 0, list = 2813 2951 30836 
face: 0, list = 21396 30477 22729 
face: 0, list = 30203 28466 28458 
face: 0, list = 33823 33824 28585 
face: 0, list = 35604 35379 5563 
face: 0, list = 30671 24559 30672 
face: 0, list = 30885 30940 30886 
face: 0, list = 4686 4687 19001 
face: 0, list = 17911 19536 17815 
face: 0, list = 21374 17264 17306 
face: 0, list = 21374 17306 19476 
face: 0, list = 24009 30472 24010 
face: 0, list = 20758 26788 30603 
face: 0, list = 11404 28334 10601 
face: 0, list = 27065 26948 27064 
face: 0, list = 30168 30302 30169 
face: 0, list = 29905 30036 30037 
face: 0, list = 29640 29641 29503 
face: 0, list = 30301 30434 30435 
face: 0, list = 29815 9277 18931 
face: 0, list = 2403 19409 17626 
face: 0, list = 28827 28961 28828 
face: 0, list = 32399 32505 32400 
face: 0, list = 28015 28072 5088 
face: 0, list = 28695 28827 28828 
face: 0, list = 28134 28017 28426 
face: 0, list = 28015 5088 19914 
face: 0, list = 2410 19898 19899 
face: 0, list = 28708 28841 28709 
face: 0, list = 26587 26492 26491 
face: 0, list = 30432 30300 30299 
face: 0, list = 29648 29782 29649 
face: 0, list = 26692 26693 26588 
face: 0, list = 30721 30588 30587 
face: 0, list = 29510 29648 29649 
face: 0, list = 27514 27515 27396 
face: 0, list = 25576 30505 30504 
face: 0, list = 29020 19234 28947 
face: 0, list = 27277 27159 27158 
face: 0, list = 35944 35488 35933 
face: 0, list = 29020 28947 19901 
face: 0, list = 28842 28975 28976 
face: 0, list = 26708 26709 26604 
face: 0, list = 26939 26825 26824 
face: 0, list = 28842 28976 28843 
face: 0, list = 30740 30605 29819 
face: 0, list = 27164 27729 17260 
face: 0, list = 21516 28303 21608 
face: 0, list = 30740 29819 29288 
face: 0, list = 26914 18375 10727 
face: 0, list = 32975 32976 32868 
face: 0, list = 19039 11103 27164 
face: 0, list = 6410 17984 23916 
face: 0, list = 16610 15216 14055 
face: 0, list = 21471 6970 21468 
face: 0, list = 23708 30234 23710 
face: 0, list = 26715 26716 26611 
face: 0, list = 31895 31997 31896 
face: 0, list = 22689 22788 30468 
face: 0, list = 11853 11938 27087 
face: 0, list = 29961 14041 30093 
face: 0, list = 27206 27207 27088 
face: 0, list = 27206 27088 27087 
face: 0, list = 27324 27325 27207 
face: 0, list = 27324 27207 27206 
face: 0, list = 27443 27444 27325 
face: 0, list = 27443 27325 27324 
face: 0, list = 27561 27562 27444 
face: 0, list = 27561 27444 27443 
face: 0, list = 27678 27679 27562 
face: 0, list = 27678 27562 27561 
face: 0, list = 27793 27794 27679 
face: 0, list = 27793 27679 27678 
face: 0, list = 27909 27910 27794 
face: 0, list = 27909 27794 27793 
face: 0, list = 27909 28026 28027 
face: 0, list = 27909 28027 27910 
face: 0, list = 28026 28143 28144 
face: 0, list = 28026 28144 28027 
face: 0, list = 28260 28261 28144 
face: 0, list = 28260 28144 28143 
face: 0, list = 28380 28381 28261 
face: 0, list = 28380 28261 28260 
face: 0, list = 28502 28503 28381 
face: 0, list = 28502 28381 28380 
face: 0, list = 28631 28632 28503 
face: 0, list = 28631 28503 28502 
face: 0, list = 28763 28764 28632 
face: 0, list = 28763 28632 28631 
face: 0, list = 28896 28897 28764 
face: 0, list = 28896 28764 28763 
face: 0, list = 29031 29032 28897 
face: 0, list = 29031 28897 28896 
face: 0, list = 29168 29169 29032 
face: 0, list = 29168 29032 29031 
face: 0, list = 29168 29305 29306 
face: 0, list = 29168 29306 29169 
face: 0, list = 29305 29442 29443 
face: 0, list = 29305 29443 29306 
face: 0, list = 29442 29580 29581 
face: 0, list = 29442 29581 29443 
face: 0, list = 29580 29713 29714 
face: 0, list = 29580 29714 29581 
face: 0, list = 29842 29843 29714 
face: 0, list = 29842 29714 29713 
face: 0, list = 29973 29974 29843 
face: 0, list = 29973 29843 29842 
face: 0, list = 30105 30106 29974 
face: 0, list = 30105 29974 29973 
face: 0, list = 30238 30239 30106 
face: 0, list = 30238 30106 30105 
face: 0, list = 30371 30372 30239 
face: 0, list = 30371 30239 30238 
face: 0, list = 30371 30505 30506 
face: 0, list = 30371 30506 30372 
face: 0, list = 31655 26240 25806 
face: 0, list = 35607 35778 35866 
face: 0, list = 27740 27856 27741 
face: 0, list = 29259 29152 28737 
face: 0, list = 28564 28693 28694 
face: 0, list = 27623 27741 27624 
face: 0, list = 2813 30836 30835 
face: 0, list = 28564 28694 28565 
face: 0, list = 27899 27900 6281 
face: 0, list = 30567 30702 30568 
face: 0, list = 19855 6281 21931 
face: 0, list = 27899 6281 19855 
face: 0, list = 21846 21931 30207 
face: 0, list = 19855 21931 21846 
face: 0, list = 27865 20846 27749 
face: 0, list = 21846 30207 30203 
face: 0, list = 19476 17306 17312 
face: 0, list = 35640 35865 35748 
face: 0, list = 9402 30490 30356 
face: 0, list = 17306 30603 17312 
face: 0, list = 17264 20758 17306 
face: 0, list = 17306 20758 30603 
face: 0, list = 29905 30037 29906 
face: 0, list = 24992 24993 24865 
face: 0, list = 30301 30435 30302 
face: 0, list = 29776 29905 29906 
face: 0, list = 29015 29696 19591 
face: 0, list = 30568 30569 30435 
face: 0, list = 32504 32613 32614 
face: 0, list = 28840 28974 28841 
face: 0, list = 28695 28828 28696 
face: 0, list = 19017 22195 18930 
face: 0, list = 27530 27173 19242 
face: 0, list = 27530 19242 19629 
face: 0, list = 28321 28205 28204 
face: 0, list = 28563 28442 28441 
face: 0, list = 30299 30167 30166 
face: 0, list = 30432 30433 30300 
face: 0, list = 25241 25527 25444 
face: 0, list = 23692 26693 26692 
face: 0, list = 29510 29511 29374 
face: 0, list = 29510 29374 29373 
face: 0, list = 27282 13371 30743 
face: 0, list = 15873 24658 24657 
face: 0, list = 27158 27042 27041 
face: 0, list = 27277 27278 27159 
face: 0, list = 29153 24443 24908 
face: 0, list = 24443 29153 19234 
face: 0, list = 27202 26417 26416 
face: 0, list = 30087 29415 30482 
face: 0, list = 28975 29110 29111 
face: 0, list = 28975 29111 28976 
face: 0, list = 11412 11463 11413 
face: 0, list = 32611 32725 32726 
face: 0, list = 18770 19201 30605 
face: 0, list = 18770 30605 30740 
face: 0, list = 28583 28584 33698 
face: 0, list = 24571 24566 25793 
face: 0, list = 35414 35535 35846 
face: 0, list = 27139 26583 28622 
face: 0, list = 11597 11529 26731 
face: 0, list = 28887 30341 19032 
face: 0, list = 28085 27969 27968 
face: 0, list = 3844 6006 12481 
face: 0, list = 29698 17260 29893 
face: 0, list = 26853 26854 26739 
face: 0, list = 22270 332 4396 
face: 0, list = 26971 26972 26854 
face: 0, list = 26971 26854 26853 
face: 0, list = 27088 27089 26972 
face: 0, list = 27088 26972 26971 
face: 0, list = 27207 27208 27089 
face: 0, list = 27207 27089 27088 
face: 0, list = 27325 27326 27208 
face: 0, list = 27325 27208 27207 
face: 0, list = 27444 27445 27326 
face: 0, list = 27444 27326 27325 
face: 0, list = 27562 27563 27445 
face: 0, list = 27562 27445 27444 
face: 0, list = 27679 27680 27563 
face: 0, list = 27679 27563 27562 
face: 0, list = 27794 27795 27680 
face: 0, list = 27794 27680 27679 
face: 0, list = 27910 27911 27795 
face: 0, list = 27910 27795 27794 
face: 0, list = 27910 28027 28028 
face: 0, list = 27910 28028 27911 
face: 0, list = 28027 28144 28145 
face: 0, list = 28027 28145 28028 
face: 0, list = 28261 28262 28145 
face: 0, list = 28261 28145 28144 
face: 0, list = 28381 28382 28262 
face: 0, list = 28381 28262 28261 
face: 0, list = 28503 28504 28382 
face: 0, list = 28503 28382 28381 
face: 0, list = 28632 28633 28504 
face: 0, list = 28632 28504 28503 
face: 0, list = 28764 28765 28633 
face: 0, list = 28764 28633 28632 
face: 0, list = 28897 28898 28765 
face: 0, list = 28897 28765 28764 
face: 0, list = 29032 29033 28898 
face: 0, list = 29032 28898 28897 
face: 0, list = 29169 29170 29033 
face: 0, list = 29169 29033 29032 
face: 0, list = 29169 29306 29307 
face: 0, list = 29169 29307 29170 
face: 0, list = 29306 29443 29444 
face: 0, list = 29306 29444 29307 
face: 0, list = 29443 29581 29582 
face: 0, list = 29443 29582 29444 
face: 0, list = 29581 29714 29715 
face: 0, list = 29581 29715 29582 
face: 0, list = 29843 29844 29715 
face: 0, list = 29843 29715 29714 
face: 0, list = 29974 29975 29844 
face: 0, list = 29974 29844 29843 
face: 0, list = 30106 30107 29975 
face: 0, list = 30106 29975 29974 
face: 0, list = 30106 30239 30240 
face: 0, list = 30106 30240 30107 
face: 0, list = 30372 30373 30240 
face: 0, list = 30372 30240 30239 
face: 0, list = 30506 30507 30373 
face: 0, list = 30506 30373 30372 
face: 0, list = 11754 26963 27081 
face: 0, list = 29961 21542 29962 
face: 0, list = 27505 27624 27506 
face: 0, list = 27623 27740 27741 
face: 0, list = 25645 25646 25283 
face: 0, list = 27505 27623 27624 
face: 0, list = 28958 28959 28826 
face: 0, list = 27505 27506 27387 
face: 0, list = 30835 30836 30702 
face: 0, list = 28958 28826 28825 
face: 0, list = 30433 30567 30568 
face: 0, list = 30835 30702 30701 
face: 0, list = 30433 30568 30434 
face: 0, list = 30567 30701 30702 
face: 0, list = 2181 2051 2180 
face: 0, list = 2813 19899 20028 
face: 0, list = 20314 20313 18430 
face: 0, list = 21779 20313 20314 
face: 0, list = 17312 30603 30614 
face: 0, list = 17312 30614 17671 
face: 0, list = 30603 26788 26789 
face: 0, list = 30603 26789 30614 
face: 0, list = 31903 32005 31904 
face: 0, list = 24673 19915 25052 
face: 0, list = 29776 29906 29777 
face: 0, list = 28682 27146 20052 
face: 0, list = 30568 30435 30434 
face: 0, list = 29643 29776 29777 
face: 0, list = 29108 29246 29109 
face: 0, list = 30702 30703 30569 
face: 0, list = 28204 28205 28088 
face: 0, list = 30722 7174 30723 
face: 0, list = 28366 30750 29827 
face: 0, list = 29364 29228 29227 
face: 0, list = 26921 20260 26920 
face: 0, list = 29907 30039 29908 
face: 0, list = 30166 30035 30034 
face: 0, list = 27509 27628 27510 
face: 0, list = 25942 20018 21542 
face: 0, list = 30933 30991 30992 
face: 0, list = 29099 29237 29100 
face: 0, list = 29236 29373 29374 
face: 0, list = 30177 30178 30046 
face: 0, list = 26599 17285 331 
face: 0, list = 27041 27042 26924 
face: 0, list = 27041 26924 26923 
face: 0, list = 35251 13013 35254 
face: 0, list = 12991 14427 21152 
face: 0, list = 28601 28602 27255 
face: 0, list = 21469 19447 19144 
face: 0, list = 29110 29247 29248 
face: 0, list = 29110 29248 29111 
face: 0, list = 33081 33082 32976 
face: 0, list = 33373 33486 33487 
face: 0, list = 28127 19133 19201 
face: 0, list = 28127 19201 18770 
face: 0, list = 27645 19855 6853 
face: 0, list = 30156 27899 27645 
face: 0, list = 32947 33054 32948 
face: 0, list = 26525 11613 26629 
face: 0, list = 34546 34675 34547 
face: 0, list = 29149 30423 28071 
face: 0, list = 28626 23782 24492 
face: 0, list = 30770 27641 27645 
face: 0, list = 26739 26740 26628 
face: 0, list = 31655 25806 25522 
face: 0, list = 26854 26855 26740 
face: 0, list = 26854 26740 26739 
face: 0, list = 26972 26973 26855 
face: 0, list = 26972 26855 26854 
face: 0, list = 27089 27090 26973 
face: 0, list = 27089 26973 26972 
face: 0, list = 27208 27209 27090 
face: 0, list = 27208 27090 27089 
face: 0, list = 27326 27327 27209 
face: 0, list = 27326 27209 27208 
face: 0, list = 27445 27446 27327 
face: 0, list = 27445 27327 27326 
face: 0, list = 27563 27564 27446 
face: 0, list = 27563 27446 27445 
face: 0, list = 27680 27681 27564 
face: 0, list = 27680 27564 27563 
face: 0, list = 27795 27796 27681 
face: 0, list = 27795 27681 27680 
face: 0, list = 27911 27912 27796 
face: 0, list = 27911 27796 27795 
face: 0, list = 27911 28028 28029 
face: 0, list = 27911 28029 27912 
face: 0, list = 28028 28145 28146 
face: 0, list = 28028 28146 28029 
face: 0, list = 28262 28263 28146 
face: 0, list = 28262 28146 28145 
face: 0, list = 28382 28383 28263 
face: 0, list = 28382 28263 28262 
face: 0, list = 28504 28505 28383 
face: 0, list = 28504 28383 28382 
face: 0, list = 28633 28634 28505 
face: 0, list = 28633 28505 28504 
face: 0, list = 28765 28766 28634 
face: 0, list = 28765 28634 28633 
face: 0, list = 28898 28899 28766 
face: 0, list = 28898 28766 28765 
face: 0, list = 29033 29034 28899 
face: 0, list = 29033 28899 28898 
face: 0, list = 29170 29171 29034 
face: 0, list = 29170 29034 29033 
face: 0, list = 29307 29308 29171 
face: 0, list = 29307 29171 29170 
face: 0, list = 29307 29444 29445 
face: 0, list = 29307 29445 29308 
face: 0, list = 29444 29582 29583 
face: 0, list = 29444 29583 29445 
face: 0, list = 29582 29715 29716 
face: 0, list = 29582 29716 29583 
face: 0, list = 29844 29845 29716 
face: 0, list = 29844 29716 29715 
face: 0, list = 29975 29976 29845 
face: 0, list = 29975 29845 29844 
face: 0, list = 30107 30108 29976 
face: 0, list = 30107 29976 29975 
face: 0, list = 30107 30240 30241 
face: 0, list = 30107 30241 30108 
face: 0, list = 30240 30373 30374 
face: 0, list = 30240 30374 30241 
face: 0, list = 30507 30508 30374 
face: 0, list = 30507 30374 30373 
face: 0, list = 16313 29687 35542 
face: 0, list = 29415 24120 24182 
face: 0, list = 29230 29367 29368 
face: 0, list = 29230 29368 29231 
face: 0, list = 29367 29505 29368 
face: 0, list = 29367 29504 29505 
face: 0, list = 29504 29643 29505 
face: 0, list = 29504 29642 29643 
face: 0, list = 29093 29230 29231 
face: 0, list = 29642 29775 29776 
face: 0, list = 28958 29093 29094 
face: 0, list = 29093 29231 29094 
face: 0, list = 28693 28825 28826 
face: 0, list = 28958 29094 28959 
face: 0, list = 24451 30623 30625 
face: 0, list = 28693 28826 28694 
face: 0, list = 11424 31080 11422 
face: 0, list = 30229 26212 25568 
face: 0, list = 17671 30614 30623 
face: 0, list = 24450 24451 30625 
face: 0, list = 26789 26790 30623 
face: 0, list = 26789 30623 30614 
face: 0, list = 23601 20437 24052 
face: 0, list = 20362 17966 17872 
face: 0, list = 29022 29264 29289 
face: 0, list = 26504 18691 19792 
face: 0, list = 29643 29777 29644 
face: 0, list = 19553 2820 5733 
face: 0, list = 30702 30569 30568 
face: 0, list = 29368 29506 29369 
face: 0, list = 17316 29012 29697 
face: 0, list = 30836 30837 30703 
face: 0, list = 29639 29640 29502 
face: 0, list = 27970 27855 27854 
face: 0, list = 30170 30171 30039 
face: 0, list = 27290 28073 26946 
face: 0, list = 27627 27744 27745 
face: 0, list = 30170 30039 30038 
face: 0, list = 34804 34933 34934 
face: 0, list = 27509 27627 27628 
face: 0, list = 29236 29374 29237 
face: 0, list = 27037 27038 26920 
face: 0, list = 28227 25141 28228 
face: 0, list = 29099 29236 29237 
face: 0, list = 27158 27159 27042 
face: 0, list = 24765 24109 23990 
face: 0, list = 28329 28449 28450 
face: 0, list = 26923 26809 26808 
face: 0, list = 26507 26604 26508 
face: 0, list = 28329 28450 28330 
face: 0, list = 29247 29384 29385 
face: 0, list = 27862 27978 27979 
face: 0, list = 20183 20184 26939 
face: 0, list = 29247 29385 29248 
face: 0, list = 21839 1857 19133 
face: 0, list = 25550 28304 6406 
face: 0, list = 28887 19670 30341 
face: 0, list = 21839 19133 28127 
face: 0, list = 29129 29267 29149 
face: 0, list = 30033 30034 29903 
face: 0, list = 28087 28088 27971 
face: 0, list = 29129 29149 28071 
face: 0, list = 25765 21290 20739 
face: 0, list = 12192 3052 24942 
face: 0, list = 30508 30507 25105 
face: 0, list = 26740 26741 26629 
face: 0, list = 26740 26629 26628 
face: 0, list = 26855 26856 26741 
face: 0, list = 26855 26741 26740 
face: 0, list = 26973 26974 26856 
face: 0, list = 26973 26856 26855 
face: 0, list = 27090 27091 26974 
face: 0, list = 27090 26974 26973 
face: 0, list = 27209 27210 27091 
face: 0, list = 27209 27091 27090 
face: 0, list = 27327 27328 27210 
face: 0, list = 27327 27210 27209 
face: 0, list = 27446 27447 27328 
face: 0, list = 27446 27328 27327 
face: 0, list = 27564 27565 27447 
face: 0, list = 27564 27447 27446 
face: 0, list = 27681 27682 27565 
face: 0, list = 27681 27565 27564 
face: 0, list = 27796 27797 27682 
face: 0, list = 27796 27682 27681 
face: 0, list = 27912 27913 27797 
face: 0, list = 27912 27797 27796 
face: 0, list = 27912 28029 28030 
face: 0, list = 27912 28030 27913 
face: 0, list = 28029 28146 28147 
face: 0, list = 28029 28147 28030 
face: 0, list = 28263 28264 28147 
face: 0, list = 28263 28147 28146 
face: 0, list = 28383 28384 28264 
face: 0, list = 28383 28264 28263 
face: 0, list = 28505 28506 28384 
face: 0, list = 28505 28384 28383 
face: 0, list = 28634 28635 28506 
face: 0, list = 28634 28506 28505 
face: 0, list = 28766 28767 28635 
face: 0, list = 28766 28635 28634 
face: 0, list = 28899 28900 28767 
face: 0, list = 28899 28767 28766 
face: 0, list = 29034 29035 28900 
face: 0, list = 29034 28900 28899 
face: 0, list = 29034 29171 29172 
face: 0, list = 29034 29172 29035 
face: 0, list = 29308 29309 29172 
face: 0, list = 29308 29172 29171 
face: 0, list = 29308 29445 29446 
face: 0, list = 29308 29446 29309 
face: 0, list = 29445 29583 29584 
face: 0, list = 29445 29584 29446 
face: 0, list = 29716 29717 29584 
face: 0, list = 29716 29584 29583 
face: 0, list = 29845 29846 29717 
face: 0, list = 29845 29717 29716 
face: 0, list = 29976 29977 29846 
face: 0, list = 29976 29846 29845 
face: 0, list = 29976 30108 30109 
face: 0, list = 29976 30109 29977 
face: 0, list = 30108 30241 30242 
face: 0, list = 30108 30242 30109 
face: 0, list = 30374 30375 30242 
face: 0, list = 30374 30242 30241 
face: 0, list = 30508 30509 30375 
face: 0, list = 30508 30375 30374 
face: 0, list = 27789 27674 12442 
face: 0, list = 30644 25242 30777 
face: 0, list = 11975 8867 4381 
face: 0, list = 25142 25144 28228 
face: 0, list = 30300 30434 30301 
face: 0, list = 25725 25155 25310 
face: 0, list = 30167 30301 30168 
face: 0, list = 30300 30433 30434 
face: 0, list = 30167 30036 30035 
face: 0, list = 30167 30300 30301 
face: 0, list = 30035 29905 29904 
face: 0, list = 30167 30168 30036 
face: 0, list = 29775 29905 29776 
face: 0, list = 30035 30036 29905 
face: 0, list = 29642 29776 29643 
face: 0, list = 29775 29904 29905 
face: 0, list = 28115 28114 25646 
face: 0, list = 24444 25720 24450 
face: 0, list = 30201 22590 30334 
face: 0, list = 32423 32424 32321 
face: 0, list = 8780 11502 1382 
face: 0, list = 1644 13962 9897 
face: 0, list = 1644 9897 1382 
face: 0, list = 21462 27550 20865 
face: 0, list = 25183 27026 24054 
face: 0, list = 29634 29563 28361 
face: 0, list = 30470 29289 30604 
face: 0, list = 19350 19571 29264 
face: 0, list = 29505 29643 29644 
face: 0, list = 26524 26910 21556 
face: 0, list = 25961 21635 6410 
face: 0, list = 29505 29644 29506 
face: 0, list = 28230 28229 25144 
face: 0, list = 32192 32293 32294 
face: 0, list = 6407 26360 26947 
face: 0, list = 12255 27663 27777 
face: 0, list = 30303 30304 30171 
face: 0, list = 30303 30171 30170 
face: 0, list = 27509 27510 27391 
face: 0, list = 27509 27391 27390 
face: 0, list = 30340 29157 19900 
face: 0, list = 27154 27155 27038 
face: 0, list = 28964 29099 29100 
face: 0, list = 28964 29100 28965 
face: 0, list = 31175 31113 31112 
face: 0, list = 31239 31240 31176 
face: 0, list = 26808 26697 26696 
face: 0, list = 26923 26924 26809 
face: 0, list = 29767 30156 27645 
face: 0, list = 30692 19040 30691 
face: 0, list = 2948 30736 28099 
face: 0, list = 21469 7078 7079 
face: 0, list = 29384 29521 29522 
face: 0, list = 29384 29522 29385 
